"first_name","last_name","years"
"Shaz","Rindone","1986"
"Gunilla","Swick","1986"
"Tremaine","Gils","1986"
"Mikhail","Pleszkun","1986"
"Tru","Beidas","1986"
"Faiza","Rathonyi","1986"
"Vasiliy","Ghazalie","1986"
"Claude","Hoogerwoord","1986"
"Kristina","Baba","1986"
"Kwangjo","Melton","1986"
"Yuuichi","Baba","1986"
"Sarita","Magalhaes","1986"
"Przemyslawa","Cronau","1986"
"Jiakeng","Edelhoff","1986"
"Yongmao","Rikino","1986"
"Falguni","Iisaka","1986"
"Roddy","Diderrich","1986"
"Shaw","Aumann","1986"
"Fumiya","Kieras","1986"
"Elzbieta","Aamodt","1986"
"Mahmut","Domenig","1986"
"Lobel","Przulj","1986"
"Premsyl","Birta","1986"
"Margareta","Rusterholz","1986"
"Eberhardt","Lichtner","1986"
"Franziska","Rijsenbrij","1986"
"Zengping","Einsfeld","1986"
"Bedir","Fritzsche","1986"
"Aruna","Kornyak","1986"
"Arif","Leonhardt","1986"
"Selwyn","Kitai","1986"
"Marie","Rettelbach","1986"
"Filipe","Bellmore","1986"
"Irena","Lakshmanan","1986"
"Aloys","Benzaken","1986"
"Jacqueline","Anido","1986"
"Jianhao","Bahk","1986"
"Shahar","Biros","1986"
"Kiyokazu","Penttonen","1986"
"Tommaso","Snyers","1986"
"Thodoros","Diderrich","1986"
"Shichao","Bouloucos","1986"
"Sibyl","Krychniak","1986"
"Makato","Lund","1986"
"Atreyi","Koyama","1986"
"Arvin","Improta","1986"
"Berry","Reutenauer","1986"
"Leaf","Baak","1986"
"Mohan","Piveteau","1986"
"Rasikan","Kakkar","1986"
"Moni","Sadowsky","1986"
"Barun","Cherinka","1986"
"Michaela","Osgood","1986"
"Utz","Benzaken","1986"
"Along","Bade","1986"
"Palash","Ossenbruggen","1986"
"Arra","Linnainmaa","1986"
"Sashi","Shumilov","1986"
"Kerhong","Porenta","1986"
"Barton","Baumann","1986"
"Tomokazu","Llado","1986"
"Adin","Valette","1986"
"Duro","Kabayashi","1986"
"Valeska","Bennet","1986"
"Manohar","Shackell","1986"
"Anestis","Rando","1986"
"Christoph","Zschoche","1986"
"Kristina","Lindqvist","1986"
"Mary","Garnier","1986"
"Niranjan","Narlikar","1986"
"Xuejia","Rouquie","1986"
"Lalit","Fraisse","1986"
"Padma","Garnick","1986"
"Giao","Linares","1986"
"Gunilla","Breugel","1986"
"Rayond","Erez","1986"
"Hironoby","Cooman","1986"
"Yannik","Bierman","1986"
"Hiroyasu","Gustavson","1986"
"Bluma","Ohori","1986"
"Syozo","Ruemmler","1986"
"Zhongwei","Ozeri","1986"
"Kristine","Murillo","1986"
"Gilbert","Stifter","1986"
"Shahid","Yetto","1986"
"Insup","Reinhart","1986"
"Rildo","Strandh","1986"
"Insup","Hiraishi","1986"
"Branimir","Rosti","1986"
"Nikolaus","Itzigehl","1986"
"Aksel","Isaak","1986"
"Bodh","Polajnar","1986"
"Shaz","Erdmenger","1986"
"Valter","Delgrande","1986"
"Tonia","Bratten","1986"
"Jamaludin","Qiwen","1986"
"Manton","Wossner","1986"
"Odinaldo","Lemarechal","1986"
"Koldo","Lorie","1986"
"Mrinalini","Thombley","1986"
"Mohd","Worfolk","1986"
"Jaber","Dulli","1986"
"Rimli","Kroha","1986"
"Heon","Zastre","1986"
"Danco","Thorensen","1986"
"Lucien","Maquelin","1986"
"Rayond","Hoogerwoord","1986"
"Minghong","Uludag","1986"
"Arno","Eppinger","1986"
"Gopalakrishnan","Birsak","1986"
"Weidon","Perri","1986"
"Pranay","Isard","1986"
"Shigeaki","Schonegge","1986"
"Luisa","Hartvigsen","1986"
"Moto","Ruemmler","1986"
"Feipei","Hettesheimer","1986"
"Hiroyasu","Giaccio","1986"
"Rosine","Lakshmanan","1986"
"Godehard","Setiz","1986"
"Randy","Hofmeyr","1986"
"Kwun","Matzat","1986"
"Rafael","Bondorf","1986"
"Ayonca","Gunderson","1986"
"Arlette","Gyimothy","1986"
"Anyuan","Bakhtari","1986"
"Mokhtar","Braccini","1986"
"Ravishankar","Litecky","1986"
"Charlene","Marchesini","1986"
"Ronghao","Zschoche","1986"
"Berry","Mahmud","1986"
"Yucai","Cronau","1986"
"Sham","Christ","1986"
"Premsyl","Deville","1986"
"Muzhong","Staylopatis","1986"
"Vitaly","Gunderson","1986"
"Ymte","Orlowski","1986"
"Hauke","Templeman","1986"
"Yuriy","Carrera","1986"
"Lenore","Armand","1986"
"Mohan","McDermid","1986"
"Eran","Swist","1986"
"Sakthirel","Vieth","1986"
"Shigeichiro","Fendler","1986"
"Gianluca","Magliocco","1986"
"Morrie","Joslin","1986"
"Branimir","Orlowski","1986"
"Suebskul","Deverell","1986"
"Mahendra","Gulak","1986"
"Patricio","Lund","1986"
"Syozo","Pelz","1986"
"Mamdouh","Zweizig","1986"
"Chaoyi","Marletta","1986"
"Bilhanan","Karcich","1986"
"Dipankar","Buescher","1986"
"Muzhong","Rodier","1986"
"Peternela","Legleitner","1986"
"Margareta","Shanbhogue","1986"
"Zhilian","Vuskovic","1986"
"Janche","Hedayat","1986"
"Goetz","Kushner","1986"
"Maik","Kavanagh","1986"
"Tzu","Marquardt","1986"
"Shuky","Luon","1986"
"Reuven","Terlouw","1986"
"Gor","Wursthorn","1986"
"Nigel","Marshall","1986"
"Goa","Georg","1986"
"Ortrun","Gimarc","1986"
"Gen","Demke","1986"
"Rance","Beerel","1986"
"Reinhard","Gargeya","1986"
"Apostol","Hoogerwoord","1986"
"Hideyuki","Suppi","1986"
"Geoffry","Sherertz","1986"
"Pranay","Barreiro","1986"
"Khue","Janetzko","1986"
"Premsyl","Foote","1986"
"Haldon","Gien","1986"
"Luisa","Barinka","1986"
"Yinghua","Chaudhury","1986"
"Shounak","Dulin","1986"
"Zvonko","Wilharm","1986"
"Adhemar","Bach","1986"
"Xuejun","Burnard","1986"
"Khatoun","Godskesen","1986"
"Alain","Kading","1986"
"Guttorm","Junet","1986"
"Tse","Snedden","1986"
"Roselyn","Ranst","1986"
"Idoia","Perelgut","1986"
"Gal","Kumaresan","1986"
"Yuchang","McClure","1986"
"Radhika","Bhattacharjee","1986"
"Doohun","Sudkamp","1986"
"Sanjai","Denis","1986"
"Guiseppe","Segond","1986"
"Serap","Glinert","1986"
"Zhilian","Heemskerk","1986"
"Zhilian","Schicker","1986"
"Mahendra","Tokunaga","1986"
"Odysseas","Dredge","1986"
"Terresa","Soloway","1986"
"Patricia","Mitchem","1986"
"Angus","Zeilberger","1986"
"Sukumar","Rodiger","1986"
"Clyde","Syrzycki","1986"
"Sashi","Gluchowski","1986"
"Zissis","Gide","1986"
"Giao","Skrikant","1986"
"Jayson","Hoogerwoord","1986"
"Valeri","Mansanne","1986"
"Kiyomitsu","Kitsuregawa","1986"
"Duri","Hartvigsen","1986"
"Heping","Tsukuda","1986"
"Youssef","Masada","1986"
"Danny","Welham","1986"
"Renee","Farrel","1986"
"Jianhui","Badr","1986"
"Brewster","Chenney","1986"
"Barton","Stemann","1986"
"Gila","Merlo","1986"
"Tsutomu","Barvinok","1986"
"Bluma","Calkin","1986"
"Alassane","Kowalchuk","1986"
"Amstein","Birke","1986"
"Weijing","Zizka","1986"
"Xumin","Bahl","1986"
"Jaroslava","Swiler","1986"
"Kazuhiko","Bultermann","1986"
"Shaz","Suri","1986"
"Yucel","Azadmanesh","1986"
"Lunjin","Heyers","1986"
"Florina","Dehkordi","1986"
"Halsur","Kinley","1986"
"Kolar","Hinsberger","1986"
"Mandell","Azadmanesh","1986"
"Kersti","Gaughan","1986"
"Constantijn","Seiwald","1986"
"Gretta","Hiraishi","1986"
"Georgi","Leonhardt","1986"
"Brendon","Salvesen","1986"
"Zsolt","Yetim","1986"
"Sachem","Mitsuhashi","1986"
"Tristan","Ligten","1986"
"Haldon","Gladwell","1986"
"Yahiko","Passafiume","1986"
"Eberhardt","Gomatam","1986"
"Anneli","Rosenbaum","1986"
"Lansing","Angel","1986"
"Kamran","Gladwell","1986"
"Ibibia","Reinhart","1986"
"Mooi","Asmuth","1986"
"Youjian","Heystek","1986"
"Demos","Iwayama","1986"
"Gaurav","Zielinski","1986"
"Mototsugu","Noriega","1986"
"Mohd","Ligten","1986"
"Yongmin","Zizka","1986"
"Lijie","Candan","1986"
"Shaibal","Ulupinar","1986"
"Moni","Wossner","1986"
"Youjian","Kitai","1986"
"Jiakeng","Ariola","1986"
"Jagoda","Naumovich","1986"
"Basant","Vasanthakumar","1986"
"Suzette","Schnelling","1986"
"Maik","McFarlin","1986"
"Shigeu","Ernst","1986"
"Parto","Smailagic","1986"
"Aiman","Kinley","1986"
"Yinlin","Bhattacharjee","1986"
"Niteen","Baumann","1986"
"Shugo","Varman","1986"
"Rosalie","Strooper","1986"
"Bogdan","Mahmud","1986"
"Duke","Picaronny","1986"
"Jixiang","Melter","1986"
"Seshu","Wossner","1986"
"Aram","DiGiano","1986"
"Aiichiro","Hatcliff","1986"
"Jinxi","Gente","1986"
"Eran","Farrow","1986"
"Chenyi","Ramsay","1986"
"Vishv","Vieri","1986"
"Zijian","Strehl","1986"
"Georg","Pollock","1986"
"Foong","Aamodt","1986"
"Holgard","Benantar","1986"
"Behnaam","Speek","1986"
"Leszek","Ranze","1986"
"Nakhoon","Khamsi","1986"
"Cedric","Prochazka","1986"
"Leen","Woycyznski","1986"
"Katsuyuki","Gaughan","1986"
"Vojin","Castellani","1986"
"Hailing","Mattern","1986"
"Matt","Champarnaud","1986"
"Mrinalini","Passafiume","1986"
"Genevieve","Cronau","1986"
"Kagan","Bottner","1986"
"Sahrah","Slobodova","1986"
"Ioana","Grandbois","1986"
"Leif","Billingsley","1986"
"Berhard","Plavsic","1986"
"Elvis","Toyoshima","1986"
"Mohan","Hitomi","1986"
"Lobel","Impagliazzo","1986"
"Woody","Genther","1986"
"Saddek","Demos","1986"
"Josyula","Vieri","1986"
"Chaoyi","Bain","1986"
"Paddy","Kamble","1986"
"Jamaludin","Openshaw","1986"
"Premal","Beutelspacher","1986"
"Abdulah","Gulak","1986"
"Fumiyo","Prampolini","1986"
"Qunsheng","Encarnacion","1986"
"Atreye","Emden","1986"
"Ramalingam","Barvinok","1986"
"Saniya","Etalle","1986"
"Tommaso","Birke","1986"
"Takahito","Haraldson","1986"
"Mabry","Ducloy","1986"
"Martien","Schwartzburd","1986"
"Bouchung","Peck","1986"
"Ishfaq","Rissanen","1986"
"Kish","Herber","1986"
"Mihalis","Veccia","1986"
"Tuval","Bernatsky","1986"
"Takanari","Masaki","1986"
"Stamatina","Brattka","1986"
"Kendra","Sambasivam","1986"
"Bowen","Lanphier","1986"
"Shunichi","Babu","1986"
"Takahiro","Ferriere","1986"
"Bernice","Huxford","1986"
"Chaoyi","Hagimont","1986"
"Theron","Thebaut","1986"
"Wuxu","Chenney","1986"
"Kwangsub","Wielonsky","1986"
"Remzi","Zockler","1986"
"Kazuhira","Steenbeek","1986"
"Heather","Luca","1986"
"Josyula","Piveteau","1986"
"Erzsebet","Kampfer","1986"
"Falguni","Ambroszkiewicz","1986"
"Christoper","Baig","1986"
"Mohd","Oehlmann","1986"
"Mani","Gente","1986"
"Howell","Berztiss","1986"
"Shuho","Deville","1986"
"Thodoros","Ohori","1986"
"Danai","Peir","1986"
"Parto","Fiutem","1986"
"Sushant","Serna","1986"
"Isamu","Fontet","1986"
"Lokesh","Melski","1986"
"Subhada","Salvesen","1986"
"Christfried","Zockler","1986"
"Shuho","Domenig","1986"
"Koichi","Chenney","1986"
"Sumant","Bail","1986"
"Berhard","Roccetti","1986"
"Doohun","Kaiserswerth","1986"
"Sham","Rajcani","1986"
"Shigehito","Yurek","1986"
"Reinhard","Nittel","1986"
"Genki","Ghemri","1986"
"Hausi","Luks","1986"
"Gino","Kampfer","1986"
"Jacopo","DuBourdieux","1986"
"Toshimo","Selenyi","1986"
"Bangqing","Feinberg","1986"
"Aamer","Luga","1986"
"Shaw","Panangaden","1986"
"Ewing","Pellegrinelli","1986"
"Randy","Bail","1986"
"Hausi","Perly","1986"
"Hilari","Driscoll","1986"
"Masanao","Farris","1986"
"Jeanna","Schlenzig","1986"
"Radhia","Baar","1986"
"Werner","Coombs","1986"
"Kasidit","Terekhov","1986"
"Valeska","Zaccaria","1986"
"Jianwen","Swen","1986"
"Khatoun","Majewski","1986"
"Deniz","Birjandi","1986"
"Sadun","Felcyn","1986"
"Muzhong","Baba","1986"
"Mantis","Angelopoulos","1986"
"Vasilis","Boissier","1986"
"Hairong","Apsitis","1986"
"Abdelkader","Demir","1986"
"Freyja","Reeken","1986"
"Sumali","Koblitz","1986"
"Jixiang","Garnick","1986"
"Howell","Mamelak","1986"
"Arumugam","Walstra","1986"
"Kish","Tramer","1986"
"Kristinn","Lund","1986"
"Jaques","Narwekar","1986"
"Moss","Linnainmaa","1986"
"Zeljko","Garigliano","1986"
"Manu","Weisert","1986"
"Kyoichi","Leivant","1986"
"Mohit","Avouris","1986"
"Guozhong","Kermarrec","1986"
"Arfst","Lueh","1986"
"Aloke","Binding","1986"
"Chikara","Gente","1986"
"Udo","Hofman","1986"
"Manu","Ossenbruggen","1986"
"Arup","Orsini","1986"
"Arup","Xiaoshan","1986"
"Aruna","Pellegrinelli","1986"
"Adin","McDermid","1986"
"Katsuo","Weedman","1986"
"Toong","Deville","1986"
"Arra","Journel","1986"
"Adam","Eiron","1986"
"Sigeru","Selenyi","1986"
"Keiichiro","Smailagic","1986"
"Eben","Rosca","1986"
"Xiaocheng","Yemenis","1986"
"Jagoda","Baez","1986"
"Adhemar","Hiltgen","1986"
"Rayond","Slutz","1986"
"Ziya","Frezza","1986"
"Weicheng","Redmiles","1986"
"Martina","Grandbois","1986"
"Nikolaus","Kobara","1986"
"Xumin","Gils","1986"
"Amabile","Niizuma","1986"
"Taizo","Cromarty","1986"
"Nechama","Danecki","1986"
"Erez","Rosar","1986"
"Hugo","Ballarin","1986"
"Charmane","Radwan","1986"
"Alain","Alameldin","1986"
"Lenore","Stamatiou","1986"
"Lidong","Czap","1986"
"Huan","Sevcikova","1986"
"Tru","Ranze","1986"
"Vivian","Gente","1986"
"Parto","Angot","1986"
"Zsolt","Decaestecker","1986"
"Shin","Vigier","1986"
"Kersti","Falck","1986"
"Boriana","Nitta","1986"
"Mayumi","Leijenhorst","1986"
"Mary","Wielonsky","1986"
"Premsyl","Marshall","1986"
"Mark","Weiland","1986"
"Foong","Kolinko","1986"
"Yishai","Pappas","1986"
"Khalid","Danlos","1986"
"Sibyl","Baik","1986"
"Guadalupe","Smeets","1986"
"Radhika","Niizuma","1986"
"Marin","Birjandi","1986"
"Ranga","Rosaz","1986"
"Nadjib","Wolniewicz","1986"
"Taisook","Tchuente","1986"
"Yishay","Sadowski","1986"
"Georgi","Merro","1986"
"Gina","Thisen","1986"
"Arup","Luef","1986"
"Renee","Schwartzburd","1986"
"Chiradeep","Pietrzykowski","1986"
"Reuven","Alblas","1986"
"Morrie","Coors","1986"
"Bernd","Brickell","1986"
"Maya","Cronan","1986"
"Dharmaraja","Cummings","1986"
"Moss","Bruckman","1986"
"Heekeun","Backhouse","1986"
"Amabile","Itschner","1986"
"Martial","Hammerschmidt","1986"
"Chaitali","Ramamoorthy","1986"
"Gina","Mattern","1986"
"Mitsuyuki","Bojadziev","1986"
"Sushant","Randt","1986"
"Bikash","Kolvik","1986"
"Kolar","Piveteau","1986"
"Masanao","Strandh","1986"
"Geoffry","Gornas","1986"
"Tianruo","Conti","1986"
"Kamakshi","Ossenbruggen","1986"
"Hyuncheol","Genther","1986"
"Duangkaew","Ebeling","1986"
"Jungsoon","Bierbaum","1986"
"Nagui","Compeau","1986"
"Bogdan","Scallan","1986"
"Marco","Fandrianto","1986"
"Dung","Chelton","1986"
"Shmuel","Tyugu","1986"
"Dhritiman","Stanger","1986"
"Zhonghui","Seiwald","1986"
"Bojan","Quadeer","1986"
"Sarita","Peck","1986"
"Vishu","Fujisawa","1986"
"Shooichi","Belinskaya","1986"
"Padma","Nitto","1986"
"Qiwen","Plavsic","1986"
"Diederik","Fortenbacher","1986"
"Woody","Apsitis","1986"
"Uwe","Muniz","1986"
"Arfst","Marwedel","1986"
"Anoosh","Dahlbom","1986"
"Masaki","Spelt","1986"
"Mayuko","Fandrianto","1986"
"Karoline","Chinin","1986"
"Hailing","Chleq","1986"
"Lillian","Schwabacher","1986"
"Christophe","Perfilyeva","1986"
"Youssef","Kisuki","1986"
"Rosalyn","Cooman","1986"
"Youjian","Candan","1986"
"Jinya","Gustavson","1986"
"Jacopo","Hanratty","1986"
"Alassane","Kaelbling","1986"
"Prodip","Zuberek","1986"
"Guiseppe","Chiola","1986"
"Sham","Bernini","1986"
"Masaki","Ramamoorthy","1986"
"Bikash","Chiodo","1986"
"Jovan","Caine","1986"
"Kerryn","Kinley","1986"
"Mingsen","Farrel","1986"
"Mircea","Verspoor","1986"
"Susanta","Bernick","1986"
"Perla","Noriega","1986"
"Bilhanan","Giarratana","1986"
"Along","Sidou","1986"
"Matt","Chartres","1986"
"Constantine","Merey","1986"
"Boriana","Provine","1986"
"King","Kornatzky","1986"
"Kankanahalli","Farrar","1986"
"Harngdar","Papsdorf","1986"
"Jianwen","Isaac","1986"
"Bedir","Pews","1986"
"Guttorm","Iivonen","1986"
"Zejun","Shumilov","1986"
"Khedija","Jenevein","1986"
"Shuky","Siepmann","1986"
"Moie","Preusig","1986"
"Marko","Clemencon","1986"
"Gal","Nishimukai","1986"
"Satoru","Oaver","1986"
"Kristian","Mellouli","1986"
"Heon","Peak","1986"
"Mokhtar","Ranon","1986"
"Bernd","Lakshmanan","1986"
"Foong","Billawala","1986"
"Valeska","Swick","1986"
"Arfst","Ghandeharizadeh","1986"
"Krassimir","Harbusch","1986"
"Munenori","Denny","1986"
"Shridhar","Leppanen","1986"
"Jaewon","Encarnacion","1986"
"Mariusz","Bernick","1986"
"Odoardo","Demke","1986"
"Kannan","Lamma","1986"
"Remmert","Garnick","1986"
"Lihong","Pusterhofer","1986"
"Rasikan","Gelosh","1986"
"Atreye","Apsitis","1986"
"Remmert","Cesareni","1986"
"Gal","Aumann","1986"
"Troy","Kalafatis","1986"
"Khue","Conry","1986"
"Shridhar","Raczkowsky","1986"
"Huican","Gluchowski","1986"
"Pasqua","Danecki","1986"
"Mohammed","Syrotiuk","1986"
"Isaac","Bennet","1986"
"Manton","Rodiger","1986"
"Siddarth","Erdi","1986"
"Oldrich","Brookner","1986"
"Aron","Schreiter","1986"
"Danco","Aamodt","1986"
"Uno","Thimonier","1986"
"Charlene","Baby","1986"
"Odysseas","Cardazo","1986"
"Urs","Hedayat","1986"
"Deniz","Makinen","1986"
"Zito","Felder","1986"
"Caolyn","VanScheik","1986"
"Mrinalini","Cappelli","1986"
"Katsuo","Huxford","1986"
"Khalil","Zastre","1986"
"Sahrah","Lukaszewicz","1986"
"Dung","Fontan","1986"
"Peer","Hambrick","1986"
"Kish","Gornas","1986"
"Perla","DuCasse","1986"
"Rildo","Puppo","1986"
"Shigeo","Georgatos","1986"
"Berhard","Schapire","1986"
"Shaibal","Debuse","1986"
"Gill","Prenel","1986"
"Yinlin","Chartres","1986"
"Moie","Ranta","1986"
"Kensei","Danecki","1986"
"Erzsebet","Miculan","1986"
"Gianluca","Ramsey","1986"
"Tzvetan","Hanratty","1986"
"George","Morrin","1986"
"Youssef","Nitsch","1986"
"Kamran","Vesna","1986"
"Rayond","Gente","1986"
"Duangkaew","Varker","1986"
"Xinglin","Ressouche","1986"
"Youjian","Ranze","1986"
"Leaf","Keohane","1986"
"Tesuya","Perfilyeva","1986"
"Naftaly","Binkley","1986"
"Yonghong","Bernick","1986"
"Jayesh","Puoti","1986"
"Janche","Vieri","1986"
"Mabhin","Samarati","1986"
"Yechiam","Kalloufi","1986"
"Gou","Kumaresan","1986"
"Bogdan","dAstous","1986"
"Tayeb","Spataro","1986"
"Dung","Pettis","1986"
"Gil","Simmel","1986"
"Sampalli","Bernini","1986"
"Flemming","Ramaiah","1986"
"Eirik","Huhdanpaa","1986"
"Kousuke","Back","1986"
"Yinlin","Ebeling","1986"
"Uri","Shimshoni","1986"
"Shaleah","Vieth","1986"
"Fuqing","Gomatam","1986"
"Charlene","Zyda","1986"
"Shaleah","Backhouse","1986"
"Marie","Colorni","1986"
"Conal","Swiler","1986"
"Zeydy","Mandell","1986"
"Tetsurou","Bahr","1986"
"Jahangir","Erdi","1986"
"Otmar","Siochi","1986"
"Caolyn","Brlek","1986"
"Jacqueline","Suppi","1986"
"Dulce","Malinowski","1986"
"Neven","Azulay","1986"
"Hein","Slaats","1986"
"Godehard","Sinitsyn","1986"
"Joydip","Hennings","1986"
"Abdelkader","Haddadi","1986"
"Percy","Meszaros","1986"
"Vidar","Hebden","1986"
"Yinlin","Kemmerer","1986"
"Shaowen","Nitsch","1986"
"Filipe","Parfitt","1986"
"Gully","Pintelas","1986"
"Fumino","Cronin","1986"
"Kiyokazu","Lally","1986"
"Barun","Hitomi","1986"
"Ulises","Pintelas","1986"
"Uno","Thiran","1986"
"Kristina","Wissmann","1986"
"Matk","Emiris","1986"
"Ortrun","Gyimothy","1986"
"Mona","Kamber","1986"
"Miomir","Randi","1986"
"Jinya","Heusch","1986"
"Mayuko","Kolinko","1986"
"Bojan","Murtagh","1986"
"Paddy","Auyong","1986"
"Godehard","Pelz","1986"
"Hongzue","Melton","1986"
"Patricia","Heusch","1986"
"Aluzio","Chiodo","1986"
"Arfst","Shumilov","1986"
"Yongdong","Legleitner","1986"
"Gina","Pettey","1986"
"Moto","Spell","1986"
"Tsvetan","Remmers","1986"
"Shooichi","Feinberg","1986"
"Chandrasekaran","Harbusch","1986"
"Domenico","Keohane","1986"
"Macha","Kusakari","1986"
"Stepehn","Hinsberger","1986"
"Boaz","Atchley","1986"
"Shigenori","Schueller","1986"
"Idoia","Sudbeck","1986"
"Saniya","Stenning","1986"
"Shooichi","Braccini","1986"
"Pantung","Lunt","1986"
"Saddek","Gerteisen","1986"
"Youssef","Janocha","1986"
"Kwangsub","Sluis","1986"
"Adly","Erva","1986"
"Boutros","Ventosa","1986"
"Bader","Eldridge","1986"
"Yahiko","Schreiter","1986"
"JoAnna","Stanger","1986"
"Pragnesh","Lakshmanan","1986"
"Rajmohan","Perng","1986"
"Xuejun","Chenney","1986"
"Moriyoshi","Senzako","1986"
"Zhenbing","Neimat","1986"
"Mart","Domenig","1986"
"Tesuro","Conry","1986"
"Masako","Guenter","1986"
"Masaki","Besselaar","1986"
"Jeane","Delgrande","1986"
"Suvo","Madeira","1986"
"Tsz","Nanard","1986"
"Adib","Rothenberg","1986"
"Arie","Oskamp","1986"
"Ult","Haumacher","1986"
"Duke","Suomi","1986"
"Radhakrishnan","Babb","1986"
"Gita","Brickell","1986"
"Weiru","Nilsson","1986"
"Masami","Paludetto","1986"
"Zhonghua","Srimani","1986"
"Boaz","Henders","1986"
"Syozo","Beilner","1986"
"Billur","Schapire","1986"
"Mountaz","Rijckaert","1986"
"Ziva","Sabnani","1986"
"Hongzhu","Maquelin","1986"
"Adil","Ranft","1986"
"Shirish","Picaronny","1986"
"Danny","Zolotykh","1986"
"Shietung","Braunschweig","1986"
"Van","Kamble","1986"
"Yefim","Velardi","1986"
"Wonhee","Hofmeyr","1986"
"Isaac","Lemarechal","1986"
"Atreyi","Eppinger","1986"
"Zita","Rathonyi","1986"
"Yoshimitsu","Mitzlaff","1986"
"Mansur","Sigstam","1986"
"Gay","Kaltofen","1986"
"Koichi","Penn","1986"
"Kwangho","Skogmar","1986"
"Krisda","Axelband","1986"
"Demin","Basawa","1986"
"Steve","Goodrum","1986"
"Lena","Liedekerke","1986"
"Nobuyoshi","Stellhorn","1986"
"Subhash","Pepe","1986"
"Sugwoo","Pietracaprina","1986"
"Randi","Ratnaker","1986"
"Marin","DuCasse","1986"
"Neven","Papastamatiou","1986"
"Koldo","Jeong","1986"
"Brewster","Karcich","1986"
"Somnath","Bernatsky","1986"
"Danil","Chvatal","1986"
"Martins","Madeira","1986"
"Mart","Lamma","1986"
"Lidong","Baak","1986"
"Cheong","Millington","1986"
"Etsuo","Luef","1986"
"Jackson","Bernardeschi","1986"
"Khalid","Gustavson","1986"
"Poorav","Schwartzburd","1986"
"Uriel","Rosti","1986"
"Janche","Kinley","1986"
"Randy","Cappelletti","1986"
"Kerryn","Willoner","1986"
"Gilbert","Baer","1986"
"Odinaldo","Cannata","1986"
"Patricio","Rissland","1986"
"Serenella","Waterhouse","1986"
"Rimon","Grandbois","1986"
"Ymte","Wuwongse","1986"
"Peer","Ranta","1986"
"Caolyn","Mitzlaff","1986"
"Achilleas","Fortenbacher","1986"
"Masako","Ambroszkiewicz","1986"
"Luigi","Rosay","1986"
"Tzvetan","Neiman","1986"
"Hein","Rosis","1986"
"Adit","Ranai","1986"
"Piyawadee","Emiris","1986"
"Kwangjo","Atchley","1986"
"Sachio","Couchot","1986"
"Mingsen","Gulak","1986"
"Lucian","Lovengreen","1986"
"Phuoc","Lanteri","1986"
"Chinho","Smailagic","1986"
"Bouchung","Parhami","1986"
"Breannda","Vieri","1986"
"Sanjeeva","Schrooten","1986"
"Chenxi","Birsak","1986"
"Oddvar","Tasistro","1986"
"Tru","Vingron","1986"
"Stein","Pews","1986"
"Ramalingam","Jansen","1986"
"Ortrun","Kobara","1986"
"Anyuan","Leuchs","1986"
"Gor","Pews","1986"
"Aram","Sluis","1986"
"Kasturi","Mersereau","1986"
"Masamitsu","Unno","1986"
"Baoqiu","Narahari","1986"
"Val","Erni","1986"
"Gro","Peir","1986"
"Joydip","Felcyn","1986"
"Josyula","Kruskal","1986"
"Hironobu","Marletta","1986"
"Fumiyo","Mansanne","1986"
"Arnould","Rosenbaum","1986"
"Rosalyn","Parveen","1986"
"Nimmagadda","Cronau","1986"
"Fen","Detkin","1986"
"Shahab","Wegerle","1986"
"Rasikan","Basart","1986"
"Sugwoo","Kalsbeek","1986"
"Rafael","Linares","1986"
"Eric","Cannard","1986"
"Fei","Asser","1986"
"Xuejia","Suessmith","1986"
"Yagil","Mullainathan","1986"
"Tomofumi","Hofstetter","1986"
"Kish","Isard","1986"
"Kensei","Conti","1986"
"Kristinn","Tischendorf","1986"
"Manu","Danlos","1986"
"Lene","Porotnikoff","1986"
"Renny","Hedayat","1986"
"Sigeru","Demizu","1986"
"Adas","Gewali","1986"
"Mostafa","Kalefeld","1986"
"Genevieve","Snedden","1986"
"Rasiah","Kisuki","1986"
"Goncalo","Heystek","1986"
"Masaki","Stranks","1986"
"Ger","Serna","1986"
"Denny","Murillo","1986"
"Sailaja","Zultner","1986"
"Maya","DuBourdieux","1986"
"Elrique","Schrift","1986"
"Rafail","Velasco","1986"
"Junichi","Marquardt","1986"
"Lorien","Yetto","1986"
"Iara","Giaccio","1986"
"Isaac","Fiutem","1986"
"Pranav","Birdsall","1986"
"Bernice","Akaboshi","1986"
"Horward","Isaac","1986"
"Seongbin","Kakkad","1986"
"Surveyors","Moehrke","1986"
"Ult","Hambrick","1986"
"Nobuyoshi","Hatcliff","1986"
"Francesca","Lorys","1986"
"Shietung","Sevcikova","1986"
"Rance","Servieres","1986"
"Filipp","Serna","1986"
"Vesna","Demizu","1986"
"Adamantios","Hettesheimer","1986"
"Fan","Marsiglia","1986"
"Thanasis","Tiemann","1986"
"Vitali","Wynblatt","1986"
"Malu","Luck","1986"
"Gina","Maginnis","1986"
"Genta","Iisaka","1986"
"Valery","McDermid","1986"
"Jiakeng","Waleschkowski","1986"
"Utpal","Harnett","1986"
"Jeanne","Setiz","1986"
"Dines","Klyachko","1986"
"Randy","Eickenmeyer","1986"
"Erzsebet","Zaiane","1986"
"Dipayan","Emmerich","1986"
"Mabo","Straney","1986"
"Gino","Sudbeck","1986"
"Yannik","Kroll","1986"
"Huai","Bamford","1986"
"Gully","Mitchem","1986"
